Start Point,End Point,Spoofed Point,Basic Route Length,Spoofed Route Length,Overlapping Route Length,Overlap Percentage
"(-0.12169303162846408, 51.52506540435606)","(-0.14289239482310911, 51.51789652542989)","(-0.12123004568170213, 51.525121912110336)",3012.0,3012.0,3012.0,100.0
"(-0.1411215821690495, 51.51969098807486)","(-0.1203793889289525, 51.521524864015724)","(-0.14264861874746798, 51.519813055853454)",2974.2729999999997,3436.762,1052.176,35.37590530526283
"(-0.12321376921412874, 51.52861140913992)","(-0.1326569104975773, 51.53098326087037)","(-0.12330871301005257, 51.529658332963784)",1493.534,1491.6970000000001,1442.678,96.59492184309161
"(-0.12582412333877274, 51.52412445570424)","(-0.13173302435328593, 51.528196882084416)","(-0.12660966281376715, 51.52273906939)",665.886,803.29,311.868,46.835043836332346
"(-0.1424419491170841, 51.516439452941526)","(-0.13264709681809167, 51.53210686517656)","(-0.1434095606318204, 51.51752275353749)",3062.643,2789.322,1930.9479999999996,63.048419290135996
"(-0.13973135255098387, 51.52953403118925)","(-0.12930412010006842, 51.529495181100785)","(-0.13939247415217168, 51.53051915199822)",1609.421,1717.5150000000003,1539.881,95.67919146078
"(-0.14172999767869107, 51.51788376794582)","(-0.13693540130134202, 51.51995500665112)","(-0.1420507684911844, 51.519060569901036)",633.0570000000001,943.675,37.826,5.975133360819009
"(-0.1362072833079738, 51.52064713786951)","(-0.1304752458388173, 51.528184382586886)","(-0.1361466154750086, 51.52146832296441)",1383.368,1432.894,995.252,71.94412477374061
"(-0.14193543537165207, 51.51835383563183)","(-0.14473154294989624, 51.51705584083929)","(-0.14026050051678368, 51.51693530717934)",635.0310000000001,555.5930000000001,370.408,58.32912094055251
"(-0.13946194189934477, 51.5207403988609)","(-0.13862411319496018, 51.529585181167185)","(-0.1383162450673212, 51.521300637337504)",1151.148,1030.24,929.3800000000001,80.73505752518358
"(-0.12051996521325639, 51.518020378061266)","(-0.12757383307443143, 51.516813638515444)","(-0.12072982336427548, 51.5168778004346)",1265.479,1295.951,1221.4750000000001,96.52273961085092
"(-0.12238721716116983, 51.52384306195738)","(-0.1460104034960203, 51.525218041554915)","(-0.12285906658557776, 51.524734463171534)",2308.174,2436.071,2308.174,100.0
"(-0.12252171222840162, 51.52642605687934)","(-0.12209718681436223, 51.53354659511827)","(-0.12416402296209497, 51.52789241296707)",1370.9359999999997,1246.152,1036.578,75.61096943985717
"(-0.14271077708179927, 51.517061721477575)","(-0.12249052794481785, 51.52582071156219)","(-0.14309806921929435, 51.51687201733408)",2050.1600000000003,2050.1600000000003,2050.1600000000003,100.0
"(-0.12851385074519497, 51.52391833152988)","(-0.12133163695661646, 51.52862517432662)","(-0.12807603868705175, 51.52423804607208)",2030.2130000000002,1940.386,1792.152,88.27408749722319
"(-0.11961546940678608, 51.51635776221122)","(-0.13350190973253032, 51.531008057679735)","(-0.12052577428047688, 51.51552644105783)",2773.6209999999996,2838.7509999999997,2762.5989999999997,99.60261333469857
"(-0.13501772337675927, 51.5227781653198)","(-0.12456231086112282, 51.52735115929071)","(-0.13354774258640098, 51.523309355246816)",1579.361,1524.719,1433.549,90.76765856571106
"(-0.12464257686582937, 51.51884065779752)","(-0.13577251048876574, 51.520363192933196)","(-0.12607676076114704, 51.519993651581935)",1654.2150000000001,1973.4560000000001,220.626,13.337202237919495
"(-0.14333923760726808, 51.52424987842824)","(-0.1432291874124376, 51.52282637245143)","(-0.14411896676852898, 51.52410060938418)",167.274,194.187,139.088,83.14980212107082
"(-0.14321229147721687, 51.51592307068958)","(-0.14222275643545218, 51.52220986463088)","(-0.14379617412615964, 51.51624265529127)",1015.3700000000001,1079.5479999999998,1015.3700000000001,100.0
"(-0.14395860152752124, 51.528720917672125)","(-0.12066683656735185, 51.530135040767824)","(-0.14378864670481645, 51.529822432897355)",3268.239,3509.7709999999997,3268.239,100.0
"(-0.12456934165634316, 51.52734949625803)","(-0.13503718338498313, 51.53121544373278)","(-0.12440952065586573, 51.525985200643646)",1378.1970000000001,1596.71,1378.1970000000001,100.0
"(-0.14300333757535136, 51.51912355119672)","(-0.14362268433026593, 51.51962734173927)","(-0.14162450906100588, 51.52037671076624)",103.821,374.63300000000004,103.821,100.0
"(-0.13716277143326033, 51.5201966889208)","(-0.12568230779914674, 51.51769794234445)","(-0.13684392863306077, 51.52128077839215)",1353.1009999999999,1667.7340000000002,200.14499999999998,14.791578751327506
"(-0.1401647432809476, 51.51759795997792)","(-0.13918000115950338, 51.52491626523681)","(-0.14128795736406158, 51.5181836912914)",1576.5329999999997,1339.232,1339.232,84.9479205319521
"(-0.14246786660626998, 51.51885617880723)","(-0.13561809195009153, 51.51931356388648)","(-0.14131695785539847, 51.51758149520355)",610.043,460.4070000000001,460.4070000000001,75.47123727343812
"(-0.1306376954371658, 51.52812668580707)","(-0.14074772184095025, 51.52387207083561)","(-0.12948389415526415, 51.527449394119245)",1300.109,1276.376,1130.676,86.96778500879542
"(-0.1238027612318217, 51.51919949740052)","(-0.11988971639893356, 51.533528837131115)","(-0.12507782519713553, 51.519651927059776)",3155.3719999999994,3107.6289999999995,3107.6289999999995,98.48692959181992
"(-0.13967010906086327, 51.51954901094788)","(-0.12196834467212145, 51.521127314937196)","(-0.13791699404193264, 51.519632648254024)",2440.82,2398.347,2312.57,94.74561827582534
"(-0.13421702624839724, 51.517768334578236)","(-0.13891209356792955, 51.53165427965616)","(-0.13303483454218856, 51.51811551241947)",2504.0200000000004,2397.1330000000003,2098.386,83.80068849290339
"(-0.14768431489701103, 51.51693782834195)","(-0.1462707022606083, 51.52034735343891)","(-0.14811391821705405, 51.517694650821355)",546.9519999999999,473.361,473.361,86.54525442817653
"(-0.12526397696890137, 51.51745934485464)","(-0.13210335696833336, 51.51959307505075)","(-0.12625286675167013, 51.51735806020698)",1445.6390000000004,1897.331,705.676,48.814123027948185
"(-0.14118145319934916, 51.5224466823408)","(-0.13026516401919683, 51.525480464397134)","(-0.1412056698053276, 51.523111591145906)",1291.5050000000003,1348.8990000000001,1291.5050000000003,100.0
"(-0.12369284382349824, 51.5178369341173)","(-0.12123119001537154, 51.52770406175671)","(-0.12486025161113042, 51.51909829591655)",1654.467,1512.5300000000002,902.227,54.532789109725364
"(-0.1460827557549797, 51.52291555937054)","(-0.14218491332685365, 51.515955966729486)","(-0.14491918913878427, 51.522260788581065)",839.8410000000002,854.765,0,0.0
"(-0.14665244047781584, 51.52301688573901)","(-0.13738267914020474, 51.516750418286634)","(-0.14835442408630997, 51.52216299479026)",1187.247,1287.4730000000002,506.872,42.69305376219102
"(-0.13417516076854819, 51.53178182243381)","(-0.13728066054259974, 51.516767802375114)","(-0.13246861096996185, 51.53207683427236)",2981.3650000000002,2700.8199999999997,2097.06,70.33892193676385
"(-0.14099614663603707, 51.516184421678254)","(-0.12551800202101235, 51.522598573970974)","(-0.14013124757309456, 51.517208162990876)",1799.548,1995.8690000000001,0,0.0
"(-0.13416066103257415, 51.53282002305449)","(-0.1300184519761861, 51.52664040275459)","(-0.13289854898074985, 51.533341162978886)",1096.0420000000001,1096.0420000000001,1096.0420000000001,100.0
"(-0.1305659904814251, 51.527343619037865)","(-0.13527906411197171, 51.524463655974)","(-0.13175377809127117, 51.528219439541466)",541.148,633.254,521.5070000000001,96.37049383902371
"(-0.12228267714825528, 51.52780627205036)","(-0.1224962031590383, 51.52776730137294)","(-0.12290152541600932, 51.529325110622814)",38.83,1914.8029999999999,0,0.0
"(-0.12162117820204524, 51.517833424448334)","(-0.13979169068427064, 51.51672103488956)","(-0.12101455990420888, 51.51822678320237)",1938.7130000000002,2016.9120000000003,1793.7030000000002,92.52029568069126
"(-0.1364201672823344, 51.51909232490501)","(-0.13919822983986688, 51.5197998515164)","(-0.1360617564910871, 51.52067951602074)",384.151,522.447,0,0.0
"(-0.1285735246494836, 51.52689467760558)","(-0.13975060177926896, 51.524520399890754)","(-0.1282055191186515, 51.52809671678496)",1175.2620000000002,939.652,939.652,79.95255526001861
"(-0.14037293542594725, 51.51782265536241)","(-0.1407819849494823, 51.528426033707355)","(-0.1398638146531816, 51.51807352923442)",1885.3290000000002,1759.817,594.361,31.525585189640637
"(-0.13589460016467786, 51.525457696330896)","(-0.13923551641079637, 51.51978000217814)","(-0.13669432864971098, 51.52666062950537)",1049.9830000000002,1221.7189999999998,881.908,83.99259797539578
"(-0.14388170120973232, 51.52026824911741)","(-0.1202133867705319, 51.52337360285949)","(-0.1435317306583955, 51.520980077090954)",2589.281,2450.1359999999995,2450.1359999999995,94.62611435375301
"(-0.1437917209005279, 51.51811601496494)","(-0.1457427976941425, 51.51850362774175)","(-0.14211175687062325, 51.51907535332579)",308.442,375.26200000000006,170.029,55.125112662996614
"(-0.14003354072150817, 51.51591299379604)","(-0.14368288672543011, 51.530410687513)","(-0.13927230335391252, 51.51463267982172)",2006.5150000000006,2437.918,0,0.0
"(-0.13586800810450916, 51.531996511510286)","(-0.12233648145577751, 51.52549477003236)","(-0.1348232107909246, 51.53139873460483)",1549.942,1800.6939999999997,311.233,20.08029977895947
"(-0.12359079202673721, 51.51766742278219)","(-0.12527032186903667, 51.52298249435595)","(-0.12451169433216519, 51.5178592122494)",822.537,822.537,822.537,100.0
"(-0.14527803058706856, 51.5316854636341)","(-0.13617734041615445, 51.525720499311184)","(-0.14363305141528496, 51.53007502867774)",1371.307,1261.715,874.974,63.805843622179424
"(-0.14088863261896753, 51.51593572748451)","(-0.14316924628955105, 51.5285000563758)","(-0.1393268752340716, 51.51636276257841)",1752.9900000000005,1813.6920000000005,1655.5330000000004,94.44052732759457
"(-0.14480439334131825, 51.522216842412675)","(-0.12554212618381155, 51.51771316983384)","(-0.1437489053345436, 51.5238167190092)",2556.195,2032.4650000000001,1135.292,44.413356570997124
"(-0.14131651263678777, 51.51715034166072)","(-0.1454290058941632, 51.52531797353588)","(-0.13990995057852593, 51.51687260070806)",1306.744,1457.0449999999998,1306.744,100.0
"(-0.12884760335881779, 51.518994026029894)","(-0.12307255957351185, 51.517568122243695)","(-0.12851583241877138, 51.52045710425543)",554.8889999999999,743.5169999999998,0,0.0
"(-0.1322045404284693, 51.52622416830874)","(-0.1400084892187939, 51.51591664140496)","(-0.13340343508451313, 51.52559935988741)",1893.6939999999995,1821.6009999999997,1821.6009999999997,96.19299633414903
"(-0.1269612954306737, 51.526537035168055)","(-0.14242016290054194, 51.51640338222509)","(-0.12598243093999117, 51.52822697578941)",2485.9589999999994,2352.6429999999996,2205.361,88.71268592925307
"(-0.14635980565975637, 51.51816643610082)","(-0.13645351318457546, 51.521018014285815)","(-0.1455219488623332, 51.51727501991333)",1146.2970000000003,940.466,940.466,82.0438333171944
"(-0.12832591609285215, 51.51693622636523)","(-0.12045948275362166, 51.527674663554166)","(-0.1291081883125815, 51.518122309007545)",1883.1920000000002,1774.573,902.227,47.90945373599717
"(-0.12725623489377755, 51.526726684194664)","(-0.14422446698089156, 51.52376388755954)","(-0.1279570677233927, 51.52748899224858)",1610.3099999999997,1382.867,1329.7119999999998,82.57490793698108
"(-0.12464104176226666, 51.52674269206883)","(-0.1293718226013516, 51.52606145409294)","(-0.12317529696966624, 51.525805669700674)",750.8320000000001,1199.075,0,0.0
"(-0.1333060345087754, 51.51904001026853)","(-0.13719484615943978, 51.5237164920096)","(-0.13178204777338498, 51.51915025914471)",635.367,983.1250000000001,0,0.0
"(-0.1421065182850155, 51.52030035707376)","(-0.1219166695629874, 51.51806914601766)","(-0.14265589093037015, 51.518889445070634)",2169.0699999999997,1876.866,76.292,3.5172677691360823
"(-0.14325526958787618, 51.522875255100324)","(-0.12039230451007774, 51.51761083184176)","(-0.14174649406841403, 51.52341981864414)",2357.8739999999993,2260.0179999999996,2260.0179999999996,95.84982064351192
"(-0.12086537314995699, 51.53028009987711)","(-0.13477453239738527, 51.522882676248514)","(-0.12201394571841204, 51.52949307066172)",1607.551,1727.895,1607.551,100.0
"(-0.13666308724635, 51.51586194173238)","(-0.1470408941885748, 51.515653251757854)","(-0.13647036701140042, 51.51539010356309)",977.917,977.917,977.917,100.0
"(-0.13361760171574316, 51.53304300432727)","(-0.14016481617205545, 51.51759813166183)","(-0.13218262918376067, 51.53211131819019)",2883.6020000000003,2717.019,2717.019,94.22309320079538
"(-0.12604488504832442, 51.52304022716875)","(-0.12194222512618645, 51.53060415589291)","(-0.12617491930850344, 51.523384925982256)",1751.6070000000002,2134.944,645.1129999999999,36.829779739405005
"(-0.14013449688495103, 51.517526719197164)","(-0.14250356071901163, 51.52282006161777)","(-0.1411765026798566, 51.51892796211645)",931.713,581.298,534.61,57.37925734641461
"(-0.1286050054679718, 51.52014172355781)","(-0.13308487198671182, 51.53252937936568)","(-0.1302535727521913, 51.520381733163575)",2003.3309999999997,1984.5519999999997,920.0729999999999,45.92715831782167
"(-0.12343434018153213, 51.52970505848652)","(-0.14616520970426253, 51.52289454523313)","(-0.12437501118523651, 51.52886291454295)",1811.4259999999997,1799.0039999999997,1467.7219999999995,81.02577748138758
"(-0.14272757709886308, 51.51739683120096)","(-0.1371369128350449, 51.533159984888236)","(-0.14185364402971942, 51.51832310914579)",2804.5939999999996,2636.32,2469.0350000000003,88.03538052210055
"(-0.12431936335005285, 51.53026803010165)","(-0.12039176704928828, 51.51760952596313)","(-0.1255029995085706, 51.52963598957812)",1949.2560000000003,1685.1100000000004,1685.1100000000004,86.44888100895932
"(-0.1370402893587521, 51.518849738048)","(-0.122738560426364, 51.53049477326254)","(-0.13856850422701508, 51.51806744521544)",2829.652,3007.375,1624.7130000000002,57.417413872801326
"(-0.13866677475381514, 51.52045356031697)","(-0.1250458028384568, 51.51725943462409)","(-0.13808132519684738, 51.51911060188529)",1733.1520000000003,1818.9290000000003,1733.1520000000003,100.0
"(-0.13410420216567348, 51.520005002765174)","(-0.1427358215218162, 51.52291642718268)","(-0.13250778253837261, 51.519302697422305)",1176.48,1456.982,100.994,8.584421324629403
"(-0.13283237879961102, 51.516203938833875)","(-0.12345954398270347, 51.51604019146384)","(-0.13356584170366548, 51.51697782319266)",949.3050000000001,1180.225,949.3050000000001,100.0
"(-0.12397756465074819, 51.51811713110065)","(-0.12557121619161654, 51.522884118576805)","(-0.12481031066941665, 51.51922326412069)",816.458,583.175,0,0.0
"(-0.12052207914172587, 51.51931216855041)","(-0.1427705047376661, 51.528499171812335)","(-0.12229123218814324, 51.5204775096962)",2880.9680000000003,3152.1480000000006,2855.166,99.10439824392357
"(-0.1288041843411017, 51.516621686939125)","(-0.12041737720082164, 51.517664666998954)","(-0.1301888565062775, 51.516838058542334)",785.6289999999999,1044.521,158.09699999999998,20.123620691191388
"(-0.14021072734655066, 51.53292874715941)","(-0.13931638974806163, 51.53259594972714)","(-0.13978391004913487, 51.533434533771086)",91.526,91.526,91.526,100.0
"(-0.1211904397303406, 51.51749586919236)","(-0.14430283956491516, 51.52720066231547)","(-0.11983113199672196, 51.51737899096955)",2798.5409999999993,2798.325999999999,2574.053999999999,91.97842733052687
"(-0.1471535738725551, 51.51578744646395)","(-0.14791566899120706, 51.523551049953475)","(-0.14748114670618775, 51.5162874429701)",1178.729,1072.539,1072.539,90.99114385070699
"(-0.13412859085691747, 51.53106994915327)","(-0.13360801311304535, 51.53110651396976)","(-0.13286420469112595, 51.53102411351226)",0,54.38,0,100
"(-0.1232137183157285, 51.51728983291554)","(-0.13356115405254984, 51.53202554497489)","(-0.12167163930925191, 51.516591329620496)",2659.553,2878.141,2659.553,100.0
"(-0.14396208788467016, 51.531095806535674)","(-0.12282065817189315, 51.52634808366482)","(-0.14277742269136806, 51.531381269512906)",2749.981,2708.48,2081.227,75.68150470857798
"(-0.14091454017180913, 51.522559524265944)","(-0.1275681297189973, 51.52597349929496)","(-0.14116825856409074, 51.521563711630456)",1569.393,1520.379,1379.538,87.90264771156745
"(-0.13738374177622611, 51.52748266772054)","(-0.1232347379141112, 51.51731253779737)","(-0.13563417484832394, 51.527385975373484)",1983.855,2158.706,1983.855,100.0
"(-0.12521181376655982, 51.52652573923009)","(-0.12773650423670477, 51.52194836241329)","(-0.1242964714266269, 51.526806984556764)",744.685,966.836,175.673,23.590242854361243
"(-0.1281279181720861, 51.53231606996756)","(-0.1437479035048962, 51.5180999526893)","(-0.1280353785858702, 51.53108742980227)",2585.941,2690.6620000000003,2585.941,100.0
"(-0.13612159185794034, 51.52215536485131)","(-0.13549302299729613, 51.525130315768145)","(-0.13688893472042846, 51.52242792609905)",445.752,427.726,347.067,77.8610079147149
"(-0.12948023813989035, 51.5256424861039)","(-0.13187496792552794, 51.51820271610564)","(-0.12795264952525925, 51.52450395270237)",1549.804,1698.3940000000002,1177.402,75.97102601361205
"(-0.13384809620817886, 51.516147401673734)","(-0.13570709431597783, 51.526889100594076)","(-0.13337872218155006, 51.5178955412734)",1735.8740000000003,1376.3149999999998,621.8720000000001,35.8247199969583
"(-0.12077306544117683, 51.52768663073904)","(-0.12182995328369042, 51.527726843885624)","(-0.12007220603167598, 51.52881062516538)",260.924,2173.836,260.924,100.0
"(-0.1332337252741016, 51.529543879905695)","(-0.13464603510868434, 51.52293668769651)","(-0.133825116507544, 51.528642541395556)",1092.896,974.858,974.858,89.1995212719234
"(-0.14176094976445308, 51.52575983182122)","(-0.1297295164760972, 51.52390846554317)","(-0.1425530371210294, 51.52681694110032)",1210.4129999999998,1268.3319999999999,1210.4129999999998,100.0
"(-0.11976407998852695, 51.53092820801541)","(-0.1436069822892093, 51.519584270168316)","(-0.11858043705961685, 51.53270331519774)",2757.4,2955.4070000000006,2665.9500000000003,96.68346993544644
"(-0.1330620957732228, 51.51851936851354)","(-0.1432193919897727, 51.52204193308943)","(-0.1326178724760117, 51.51683688240429)",1161.158,1586.2529999999997,263.159,22.66349626838036
"(-0.12795583379386066, 51.52844616795163)","(-0.14214264698338833, 51.5258074890232)","(-0.12721445060254763, 51.52805310214571)",1264.74,1318.8809999999999,1264.74,100.0
"(-0.14516232827533446, 51.52536209112382)","(-0.13587270299757673, 51.520322338715175)","(-0.145862442986159, 51.5235648230196)",1550.62,1359.1359999999997,1346.9829999999997,86.86738207942628
"(-0.14394743420853304, 51.52565638420792)","(-0.14280475455975694, 51.52188726585964)","(-0.1451807027495831, 51.526162142058645)",465.032,585.644,223.084,47.97175248154966
"(-0.13487452997261096, 51.521577965048806)","(-0.14606868851145466, 51.51821737466821)","(-0.13472261658801132, 51.52047820882404)",1029.2759999999998,1068.7679999999998,769.9830000000001,74.80821470625956
"(-0.1334434261340281, 51.51618817321776)","(-0.1342669892185109, 51.53048713506334)","(-0.1340127123981366, 51.51640216859782)",2363.219,2488.053,2363.219,100.0
"(-0.1253142903498109, 51.51834873216755)","(-0.12377011902787251, 51.529240278234965)","(-0.12664917793973082, 51.51808661168785)",2804.295,2853.773,2804.295,100.0
"(-0.1343991758856752, 51.53188047523791)","(-0.13704603756584705, 51.52075123279336)","(-0.13568346582415308, 51.53007899962071)",2325.0130000000004,1632.539,546.339,23.498320224446058
"(-0.1261884356083497, 51.52912030537763)","(-0.12586169333184083, 51.52788866608401)","(-0.12460954110287874, 51.530154890371705)",821.2659999999998,1037.3580000000002,428.038,52.11928900015344
"(-0.135030339913056, 51.52455606088284)","(-0.12040367351482266, 51.51763665368166)","(-0.13356477188085056, 51.523831987332656)",1648.723,1563.7400000000002,1563.7400000000002,94.84552590095487
"(-0.14336210870575608, 51.519728708740374)","(-0.13153163394827758, 51.51883502881747)","(-0.1437377139666075, 51.521311801599175)",1953.9569999999997,1784.8639999999998,1784.8639999999998,91.34612481236793
"(-0.12291887255045694, 51.530045405875384)","(-0.137605662403456, 51.51671323062813)","(-0.12315513557363664, 51.529865940750334)",2447.9239999999995,2416.3659999999995,2416.3659999999995,98.71082598969576
"(-0.12361250429990028, 51.52589371186527)","(-0.13793244024701556, 51.517281799602905)","(-0.12536847622666042, 51.524670992859974)",2750.1940000000004,2492.924,2200.964,80.02940883443131
"(-0.13245051139909028, 51.53144351963503)","(-0.13331533144200253, 51.529618115084595)","(-0.13386909448639367, 51.531047667997385)",346.082,239.813,58.137,16.798619980235898
"(-0.12158035557192877, 51.52113400416355)","(-0.14423321284775814, 51.52405312629023)","(-0.12287427501340073, 51.52005857661518)",2818.453,2062.6079999999997,2062.6079999999997,73.18227410568846
"(-0.1360116845540393, 51.52743660310534)","(-0.14248517774599836, 51.522778699928494)","(-0.13560653680192664, 51.52656882270229)",1029.3640000000003,1019.5700000000002,796.0700000000002,77.33610268087867
"(-0.13606367324610313, 51.52024590996218)","(-0.1467481064354255, 51.52021609030325)","(-0.135510176433556, 51.520280753767054)",955.669,955.669,955.669,100.0
"(-0.12853058747500418, 51.532926555119445)","(-0.13005845534543997, 51.51783775673439)","(-0.129365700665991, 51.53112827952133)",2358.561,2432.668,2264.623,96.01714774389977
"(-0.13663651011008224, 51.53271066876352)","(-0.1442575477340426, 51.524898006070586)","(-0.1383611166280596, 51.53127679409053)",1454.3270000000002,959.215,959.215,65.95593700728928
"(-0.13384696380546043, 51.5161475157662)","(-0.13285362395296585, 51.530544600563076)","(-0.13298989694316152, 51.51737029744373)",3074.1250000000005,2607.19,1772.685,57.664701337779036
"(-0.13980702879727863, 51.52065442428357)","(-0.14006316540172803, 51.515908680312386)","(-0.14069993932896113, 51.52189207096941)",745.8689999999999,1303.366,39.203,5.25601680724095
"(-0.12812426543048397, 51.52209492677658)","(-0.1465833168126094, 51.52029103627644)","(-0.12752213400255677, 51.520374818548895)",2412.6539999999995,2479.8009999999995,2351.7439999999997,97.47539431679803
"(-0.1440876124811313, 51.530291947207424)","(-0.13479866185119177, 51.53099225065819)","(-0.14462711918277266, 51.52849247055869)",2120.4710000000005,1879.358,1844.218,86.97209252095406
"(-0.1436361163763976, 51.51966418658804)","(-0.12653161624575437, 51.51807859173527)","(-0.14326978720486858, 51.52105924776858)",1912.628,1670.9710000000002,1670.9710000000002,87.36518549346765
"(-0.12247031029568098, 51.52398193293754)","(-0.13610207675684158, 51.5322178218784)","(-0.12217313826310137, 51.52526479480316)",1977.334,1870.6060000000002,1770.7580000000003,89.55280190397778
"(-0.13847601288827227, 51.52028887322752)","(-0.12187353639139556, 51.52298741360649)","(-0.1373081451185015, 51.52118304452148)",1887.9160000000004,1757.613,1583.1180000000002,83.85531983414516
"(-0.1349914182889212, 51.52067293170799)","(-0.14528619643645396, 51.520975696671414)","(-0.13362439740333953, 51.521097852891515)",951.244,1398.02,0,0.0
"(-0.12083601125915355, 51.53172035113876)","(-0.14229692856208428, 51.523424503187684)","(-0.11946769896558616, 51.53154751994736)",1909.0569999999998,1898.3039999999999,1806.8539999999998,94.64641443393256
"(-0.13630280272876105, 51.53244461573918)","(-0.13677787992052465, 51.526336165460876)","(-0.13641799641620506, 51.53196613823049)",1081.798,1081.798,1081.798,100.0
"(-0.12817744267564504, 51.528317708445144)","(-0.14431418640055962, 51.52767450413151)","(-0.12692292397815488, 51.52687725147745)",1655.634,2008.599,1655.634,100.0
"(-0.14372431169201397, 51.525979300951036)","(-0.12598753740304, 51.517574912056766)","(-0.14319682186882812, 51.5273269305633)",2583.76,2358.2999999999997,1339.239,51.83294888070099
"(-0.12581253052772115, 51.52555173827245)","(-0.14356326631131044, 51.51801628483847)","(-0.12589474866467013, 51.52442743107213)",2600.3269999999998,2368.8689999999992,2368.8689999999992,91.0988887166883
"(-0.1457775388084225, 51.5195893789543)","(-0.12510319153344898, 51.51793880063971)","(-0.14523429812469923, 51.5187121412847)",2161.071,2114.8700000000003,1924.992,89.0758332326888
"(-0.1249837817129868, 51.51610572565984)","(-0.14418622531373806, 51.51925290189546)","(-0.1262559291352384, 51.51583742393192)",2006.609,1883.356,1883.356,93.85764740415297
"(-0.13265615434149503, 51.518986026813074)","(-0.1206443782276586, 51.51632100559671)","(-0.13191846244089125, 51.51966104315907)",1531.348,1383.814,1383.814,90.36574312305238
"(-0.1261674033679625, 51.52742924604582)","(-0.13800015190829612, 51.524844640663254)","(-0.1260898628423707, 51.52767053676595)",973.966,973.966,973.966,100.0
"(-0.1435485296741565, 51.52850089777349)","(-0.12479578705168679, 51.5184270815011)","(-0.14414469841379063, 51.52930924420846)",2355.317,2491.4799999999996,2355.317,100.0
"(-0.14038601072763748, 51.52191718928413)","(-0.13399974254177413, 51.517567140592384)","(-0.14076393877268292, 51.52030065639956)",1001.8779999999999,1092.9959999999999,872.713,87.10771171739474
"(-0.13774443258412045, 51.52274556153779)","(-0.14109915109281185, 51.52040263553494)","(-0.13815918381131717, 51.522904857972996)",466.03700000000003,513.2080000000001,280.477,60.18341891309058
"(-0.14510246048314906, 51.52985919523704)","(-0.1458315840503442, 51.52851562820321)","(-0.14530931397321897, 51.529631222498324)",499.63,499.63,499.63,100.0
"(-0.14213879659077575, 51.52567471422629)","(-0.12149746761947455, 51.51650922744941)","(-0.14219970776840363, 51.52395192106168)",2590.228,2793.887,1966.563,75.922389843674
"(-0.14028583132342234, 51.51785347791429)","(-0.1205311036820799, 51.51930764218819)","(-0.13851740111573038, 51.518303576538244)",1854.3820000000003,1715.76,1715.76,92.5246254547337
"(-0.13666591047936005, 51.52304982239688)","(-0.13675656230373626, 51.52088083714592)","(-0.13573125560511695, 51.52294657771538)",392.4069999999999,813.4449999999999,293.722,74.85136605616108
"(-0.13025918497654101, 51.52030633972283)","(-0.13692618891304473, 51.51889277892663)","(-0.1295916619604572, 51.52121036805885)",1120.0430000000001,1585.391,0,0.0
"(-0.13838415843335547, 51.52203080366785)","(-0.1393562600458627, 51.52076672832382)","(-0.13890566205654906, 51.52274909557313)",214.32099999999997,346.192,214.32099999999997,100.0
"(-0.12471039693047216, 51.52595794414945)","(-0.14030098907085206, 51.5179328131503)","(-0.1247494040189478, 51.52638039849941)",3210.6079999999997,3262.907999999999,3210.6079999999997,100.0
"(-0.1428634315847466, 51.51833964388285)","(-0.1448073843644233, 51.527860500322014)","(-0.14360341043224836, 51.51865077221276)",1378.688,1096.7440000000001,366.077,26.552563016433012
"(-0.14374821143080027, 51.51810006556663)","(-0.1287215002469007, 51.51617988908222)","(-0.14326134590048076, 51.51685769436888)",1559.5999999999995,1507.9829999999997,1454.7729999999997,93.27859707617338
"(-0.1454427560760708, 51.515924161898845)","(-0.13071976456166687, 51.52724639554263)","(-0.1470144652222095, 51.51739973374453)",2185.796,2104.5869999999995,1683.5310000000002,77.0214146242376
"(-0.13113547478875426, 51.51815693323682)","(-0.14225707434326415, 51.51602842373259)","(-0.1315063797181875, 51.51869513150658)",1615.6380000000001,1772.155,1339.6280000000004,82.91634635976625
"(-0.12099771850538692, 51.519017907079444)","(-0.13821120609570875, 51.53263289146882)","(-0.12077131216571127, 51.51902630913642)",2488.733,2488.733,2488.733,100.0
"(-0.13044827883395343, 51.52701903634161)","(-0.1232088059548322, 51.51946794037351)","(-0.1308680329583098, 51.526896316118425)",1055.461,1254.1459999999997,374.338,35.46677707655707
"(-0.13785291097679192, 51.5250225349199)","(-0.13349450858160142, 51.51896284472571)","(-0.1390377096849733, 51.5266339707112)",785.5680000000001,968.397,785.5680000000001,100.0
"(-0.14129959083381158, 51.522364689171816)","(-0.14227364102340145, 51.5206731735568)","(-0.14294298792444912, 51.52073125781671)",257.476,45.993,0,0.0
"(-0.12529685669639673, 51.516019230842105)","(-0.1386315086281508, 51.529023922522825)","(-0.12520303304003383, 51.51599164855)",2004.1509999999998,2004.1509999999998,2004.1509999999998,100.0
"(-0.1444682658764689, 51.51645971135215)","(-0.12579600621331133, 51.528080261317506)","(-0.14602998815058013, 51.51515776347057)",2862.5819999999994,2962.8939999999993,2677.603,93.53803663964912
"(-0.1439007202007322, 51.521126844392455)","(-0.11955176676800405, 51.51637728758266)","(-0.14379302394989057, 51.51983322343648)",2869.2079999999996,3073.3769999999995,2869.2079999999996,100.0
