Start Point,End Point,Spoofed Point,Basic Route Length,Spoofed Route Length,Overlapping Route Length,Overlap Percentage
"(-0.14261409511921416, 51.52960678127589)","(-0.12691602296999127, 51.52380486662378)","(-0.142102889562258, 51.53111404473423)",2089.2750000000005,2064.0590000000007,1643.556,78.66633162221342
"(-0.12214975038169984, 51.527739011730745)","(-0.1209274446834536, 51.527692504659484)","(-0.12251047790291676, 51.527899272944204)",260.92400000000004,222.09400000000002,222.09400000000002,85.11827198724534
"(-0.1433836226094258, 51.51627273012658)","(-0.1458566440229868, 51.52204533118887)","(-0.14231552655337262, 51.518070877425586)",955.499,631.357,433.45399999999995,45.36415004097335
"(-0.12462687813647919, 51.52127760122407)","(-0.1379870284886208, 51.532666948432535)","(-0.12607239101055476, 51.51959221360489)",1829.1920000000002,1819.2090000000003,1551.534,84.82072958989542
"(-0.13145953998185123, 51.51777801304781)","(-0.14428178548691772, 51.531493490717146)","(-0.13018789987632176, 51.517198943869985)",2030.222,2498.2120000000004,1156.1720000000003,56.94805789711669
"(-0.1471707590528185, 51.515825409976806)","(-0.13444505460879802, 51.51817592490539)","(-0.145554058993519, 51.51749547654916)",1347.324,1074.2489999999998,1074.2489999999998,79.73204663466247
"(-0.13668653678374731, 51.52523957483843)","(-0.13264073550520214, 51.522464356032415)","(-0.1353838260647422, 51.52427925664241)",785.7710000000002,372.59000000000003,199.79600000000002,25.426746469391205
"(-0.14577919522345925, 51.52544741446827)","(-0.14299080453088076, 51.51909576746397)","(-0.14537318591231535, 51.52551514822137)",887.318,887.318,887.318,100.0
"(-0.14415270822564014, 51.52117029338012)","(-0.1263058522126877, 51.5290665046427)","(-0.143717334301151, 51.52264221678448)",2476.024,2307.0789999999997,2307.0789999999997,93.17676242233516
"(-0.1374501453309625, 51.53291113574859)","(-0.1297563428318503, 51.52640572777039)","(-0.1373967054956078, 51.53216837386099)",828.7180000000002,1534.8760000000004,58.966,7.115327529992106
"(-0.13133618234858646, 51.52129246504434)","(-0.14426818926164464, 51.52921102063965)","(-0.13264941602184524, 51.52228002707158)",1738.384,1541.7350000000001,1257.237,72.32216817458054
"(-0.129882368314214, 51.52547682703076)","(-0.14543681831822416, 51.51932790521717)","(-0.1289791265480573, 51.527168801806376)",1845.2599999999995,1860.8819999999994,1491.9139999999998,80.85115376694884
"(-0.14336583768174269, 51.52850049249177)","(-0.1335531296304088, 51.52627571913734)","(-0.14247417766786646, 51.529755842688196)",1161.958,1275.7350000000001,1077.727,92.75094280516163
"(-0.12112280206312732, 51.51894980457755)","(-0.13168687939341914, 51.51800871053333)","(-0.12120978200766899, 51.519071201153906)",1222.4550000000002,1222.4550000000002,1222.4550000000002,100.0
"(-0.13982871407637196, 51.51828843701804)","(-0.14173784423492836, 51.52409077146932)","(-0.14115985560607025, 51.51991362547083)",1417.5710000000001,1130.69,817.0510000000002,57.63739523452441
"(-0.12597360638949365, 51.518286322187016)","(-0.13351228409899576, 51.520553005954504)","(-0.1247613744585976, 51.51860920264106)",1206.951,1321.976,1206.951,100.0
"(-0.13400182752125125, 51.51613191285111)","(-0.14339445165697512, 51.529676586605525)","(-0.13286761688400472, 51.51542484663486)",2284.775,2271.611,1170.7730000000001,51.24237616395489
"(-0.1432959560275997, 51.52202818189614)","(-0.1277884454730877, 51.517769342488016)","(-0.14356091840969215, 51.52271057145793)",1683.5430000000001,1617.534,1258.642,74.76150000326692
"(-0.14422809721416174, 51.52411564449051)","(-0.14183558500965776, 51.52919557398077)","(-0.14257978572318636, 51.52562394799237)",783.236,592.284,0,0.0
"(-0.12064480422404344, 51.520214227333774)","(-0.1307551344396077, 51.51709117837353)","(-0.12161991319598259, 51.52122669481553)",1656.6930000000002,1711.4050000000002,1656.6930000000002,100.0
"(-0.11995741314529423, 51.51964556714883)","(-0.13094932810023027, 51.52335980998559)","(-0.1216586902707569, 51.52139010105209)",2445.5689999999995,2675.919,2445.5689999999995,100.0
"(-0.14104598307622404, 51.51770178818596)","(-0.13952462344918853, 51.51966392197887)","(-0.14025981566294018, 51.516975963437496)",357.351,561.645,357.351,100.0
"(-0.12814805017706726, 51.520350807688665)","(-0.12140690364104725, 51.51924122775966)","(-0.12745845606872172, 51.51999130341311)",715.912,715.912,715.912,100.0
"(-0.1318291252145128, 51.52092760740689)","(-0.14096264594850996, 51.51610569034981)","(-0.1322714331854023, 51.51975606053203)",1400.531,1742.805,63.090999999999994,4.504791396977289
"(-0.12332374240937356, 51.51740867838538)","(-0.1259665267873761, 51.51717309443705)","(-0.12388081038327275, 51.51759593296379)",336.3,384.396,336.3,100.0
"(-0.1355992708879251, 51.53174242224316)","(-0.12001556985371567, 51.5335298372615)","(-0.13688122872477132, 51.531057137129196)",1722.7310000000007,1838.9840000000004,1584.65,91.98476140500168
"(-0.1365577791838113, 51.527986172581066)","(-0.13610058005869466, 51.51985655321231)","(-0.1372232345085558, 51.52739353463387)",1263.8419999999999,1130.331,1130.331,89.43610039862578
"(-0.12182147982039056, 51.51802564861304)","(-0.1430927391767248, 51.517762389173775)","(-0.12223857092763915, 51.51960062742149)",3057.114,2782.3210000000004,2782.3210000000004,91.01135907918383
"(-0.12079387211519187, 51.53321590919312)","(-0.11969535487043596, 51.533527182207976)","(-0.11923469851353016, 51.53344742637243)",152.742,0,0,0.0
"(-0.1422131074538877, 51.5222063777715)","(-0.14222175816929236, 51.52220950388672)","(-0.14291874820125428, 51.52227309021712)",2.568,47.831,0,0.0
"(-0.1449057199797176, 51.519737774056495)","(-0.12083875872208132, 51.53171475445502)","(-0.14550353207334835, 51.521457635084715)",3266.6659999999993,3124.9789999999994,2670.1609999999996,81.7396391305386
